review_priority,v7_policy_question,codex_recommendation,reviewer_v7_value,reviewer_target_feature,reviewer_status,reviewer_notes,review_id,Page/Key,Language,Feature Name,decision_tier,v6_focus_area,Value_orig,Value_llm,Value_llm5,working_final_value,Value_llm6,v6_target,v6_target_source,v6_exact_match,v6_missing,preferred_source,error_type,human_final_value,human_notes
P1_new_policy_boundary,Does the title page frame this material as inherent core-content description or as added/supplementary enrichment? Enter the exact value and note the target feature if it should move.,"Use your new framing rule: core if inherent, Enriched With if added/supplementary.",,Base Content Description,,,R0072,Amsterdam_1634,"GERMAN, LATIN",Base Content Description,D_prompt_policy_choice,span_boundary_definition,Von den Anfängen vnd fundamenten der Geometriæ,"Dess hochgelährten weit-berümbten, Griechischen Philosophi vnd Mathematici: Von den Anfängen vnd fundamenten der Geometriæ. Dabey dann mancherley auss diesen Büchern gezogene Nutzbarkeiten angefüget seind: sammt den Speciebus in Geometrischen Figuren, alss machen, verändern,
zusammenfügen, abziehen, vielfältigen vnd theilen: Per Demonstra-tiones Lineales.","Per Demonstra-tiones Lineales, Auss H. Ioann Petersz Dou Niderländischen andern Edition verteutscht, Durch Sebastianum Curtium, Arithmeticum &
G. Verordneten Inspectorn vnd Visitatorn der Teuschen Schuln in Nürnberg","Per Demonstra-tiones Lineales, Auss H. Ioann Petersz Dou Niderländischen andern Edition verteutscht, Durch Sebastianum Curtium, Arithmeticum &
G. Verordneten Inspectorn vnd Visitatorn der Teuschen Schuln in Nürnberg","Dess hochgelährten weit-berümbten, Griechischen Philosophi vnd Mathematici: Von den Anfängen vnd fundamenten der Geometriæ",,,0,0,,,,
P1_new_policy_boundary,Does the title page frame this material as inherent core-content description or as added/supplementary enrichment? Enter the exact value and note the target feature if it should move.,"Use your new framing rule: core if inherent, Enriched With if added/supplementary.",,Enriched With,,,R0026,Amsterdam_1616,DUTCH,Enriched With,E_single_llm_over_manual,span_boundary_definition,"eenighe nut-ticheden, de Specien in Geometrische figueren, als ’tmaken, veranderen, ’tsamen-voughen, af-trecken, vermenichvuldighen, ende deelen, verclaert, ende uytgeleyt, tot vorderinghe, ende oeffeninghe, van alle leergierighe, liefhebbers der selver vryer Conste, de bygevouchde nutticheden mette spetien in Geometrische figueren breeder verclaert ende vermeerdert","Mitsgaders de Specien in Geometrische figueren, als ’tmaken, veranderen, ’tsamen-voughen, af-trecken, vermenichvuldighen, ende deelen, Mitsgaders de bygevouchde nutticheden mette spetien in Geometrische figueren breeder verclaert ende vermeerdert",,"Mitsgaders de Specien in Geometrische figueren, als ’tmaken, veranderen, ’tsamen-voughen, af-trecken, vermenichvuldighen, ende deelen, Mitsgaders de bygevouchde nutticheden mette spetien in Geometrische figueren breeder verclaert ende vermeerdert","Mitsgaders de Specien in Geometrische figueren, als ’tmaken, veranderen, ’tsamen-voughen, af-trecken, vermenichvuldighen, ende deelen, Mitsgaders de bygevouchde nutticheden mette spetien in Geometrische figueren breeder verclaert ende vermeerdert deur den selven Autheur",,,0,0,,,,
P1_new_policy_boundary,Does the title page frame this material as inherent core-content description or as added/supplementary enrichment? Enter the exact value and note the target feature if it should move.,"Use your new framing rule: core if inherent, Enriched With if added/supplementary.",,Enriched With,,,R0062,Amsterdam_1626,DUTCH,Enriched With,D_prompt_policy_choice,span_boundary_definition,"eenighe nut-ticheden, de Specien in Geometrische figueren, als ’tmaken, veranderen, t’samen-voeghen, af-trecken, vermenichvuldighen, ende deelen, verclaert, ende uytgheleyt, tot vorderinghe, ende oeffeninghe, van alle leergierighe liefhebbers der selver vryer Conste, de byghevoechde nutticheden, mette specien in Geometrische figueren breeder verclaert ende vermeerdert","Specien in Geometrische figueren, als ’tmaken, veranderen, t’samen-voeghen, af-trecken, vermenichvuldighen, ende deelen, Overgheset, verclaert, ende uytgheleyt, tot vorderinghe, ende oeffeninghe, breeder verclaert ende vermeerdert","Specien in Geometrische figueren, overgheset, verclaert, ende uytgheleyt","Specien in Geometrische figueren, overgheset, verclaert, ende uytgheleyt","Mitsgaders de Specien in Geometrische figueren, als ’tmaken, veranderen, t’samen-voeghen, af-trecken, vermenichvuldighen, ende deelen, Overgheset, verclaert, ende uytgheleyt, tot vorderinghe, ende oeffeninghe",,,0,0,,,,
P1_new_policy_boundary,Does the title page frame this material as inherent core-content description or as added/supplementary enrichment? Enter the exact value and note the target feature if it should move.,"Use your new framing rule: core if inherent, Enriched With if added/supplementary.",,Enriched With,,,R0078,Amsterdam_1634,"GERMAN, LATIN",Enriched With,D_prompt_policy_choice,span_boundary_definition,"mancherley auss diesen Büchern gezogene Nutzbarkeiten, Speciebus in Geometrischen Figuren, alss machen, verändern, zusammenfügen, abziehen, vielfältigen vnd theilen, Per Demonstra-tiones Lineales","Speciebus in Geometrischen Figuren, Per Demonstra-tiones Lineales, Nutzbarkeiten","Speciebus in Geometrischen Figuren, Per Demonstra-tiones Lineales","Speciebus in Geometrischen Figuren, Per Demonstra-tiones Lineales, Nutzbarkeiten","Dabey dann mancherley auss diesen Büchern gezogene Nutzbarkeiten angefüget seind, Per Demonstra-tiones Lineales",,,0,0,,,,
P1_new_policy_boundary,Does the title page frame this material as inherent core-content description or as added/supplementary enrichment? Enter the exact value and note the target feature if it should move.,"Use your new framing rule: core if inherent, Enriched With if added/supplementary.",,Enriched With,,,R0114,Amsterdam_1662,DUTCH,Enriched With,D_prompt_policy_choice,span_boundary_definition,"korte verk-laringen eeniger Propositien, met een Aenhanghsel der Fondamenten vande Mathematische Namen ende Coracteren verrijckt","Met korte verk-laringen eeniger Propositien, een Aenhanghsel der Fondamenten vande Mathematische Namen ende Coracteren","een Aenhanghsel der Fondamenten vande Mathematische Namen ende Coracteren, Met korte verk-laringen eeniger Propositien","een Aenhanghsel der Fondamenten vande Mathematische Namen ende Coracteren, Met korte verk-laringen eeniger Propositien","Met korte verk-laringen eeniger Propositien, een Aenhanghsel der Fondamenten vande Mathematische Namen ende Coracteren",,,0,0,,,,
P1_new_policy_boundary,Does the title page frame this material as inherent core-content description or as added/supplementary enrichment? Enter the exact value and note the target feature if it should move.,"Use your new framing rule: core if inherent, Enriched With if added/supplementary.",,Enriched With,,,R0195,Amsterdam_1700b,DUTCH,Enriched With,E_single_llm_over_manual,span_boundary_definition,"eenige nuttigheden, de Specien in Geometrische figuren, als ’t maken, veranderen, t’samen voegen, aftrecken, ver-meenighvuldigen, ende deelen, verklaert, ende uyt-geleyt tot vorderinge ende oeffeninge van alle leer-gierige Liefhebbers der selver vrye Konste, de by-gevoegde nuttigheden, met de specien in Geometrische figuren breeder verklaert ende vermeerdert","Specien in Geometrische figuren, nuttigheden",,"Specien in Geometrische figuren, nuttigheden","by-gevoeght zijn eenige nuttigheden, uyt deselve Boecken getroken, de by-gevoegde nuttigheden, met de specien in Geometrische figuren breeder verklaert ende vermeerdert",,,0,0,,,,
P1_new_policy_boundary,"Should V7 capture the full publication address? If multiple place/address values exist, separate them with semicolons.",Prefer full address/place phrase under the new V7 rule; split multiple values with semicolons.,,Place in Imprint,,,R0099,Amsterdam_1660,DUTCH,Place in Imprint,D_prompt_policy_choice,imprint_scope_or_span,AMSTELDAM,"t’AMSTELDAM,",t’AMSTELDAM,t’AMSTELDAM,t’AMSTELDAM,,,0,0,,,,
P1_new_policy_boundary,Which action verbs/verbal expressions should V7 return? Include participles only when they function as action claims.,No prior human target; please adjudicate from the candidates.,,Verbs,,,R0067,Amsterdam_1626,DUTCH,Verbs,D_prompt_policy_choice,span_boundary_definition,"Overgheset, verclaert, ende uytgheleyt,","Overgheset, verclaert, ende uytgheleyt, Van nieus over-sien, ende verbetert","over-sien, verbetert","Overgheset, verclaert, ende uytgheleyt, Van nieus over-sien, ende verbetert","over-sien, verbetert",,,0,0,,,,
P1_new_policy_boundary,Which action verbs/verbal expressions should V7 return? Include participles only when they function as action claims.,No prior human target; please adjudicate from the candidates.,,Verbs,,,R0122,Amsterdam_1662,DUTCH,Verbs,D_prompt_policy_choice,span_boundary_definition,"Overgeset, vergroot, verrijckt, Vertaelt","Overgeset, vergroot, verrijckt","Overgeset, Vertaelt, vergroot, verrijckt","Overgeset, vergroot, verrijckt","Overgeset, vergroot, verrijckt, Vertaelt",,,0,0,,,,
P1_new_policy_boundary,Which action verbs/verbal expressions should V7 return? Include participles only when they function as action claims.,No prior human target; please adjudicate from the candidates.,,Verbs,,,R0201,Amsterdam_1700b,DUTCH,Verbs,D_prompt_policy_choice,span_boundary_definition,"Over-geset, verklaert, ende uyt-geleyt","Over-geset, verklaart, uyt-geleyt, verbeteret","Over-geset, uyt-geleyt, oversien, verbetert, vermeerdert","Over-geset, verklaart, uyt-geleyt, verbeteret","oversien, verbetert",,,0,0,,,,
P2_unreviewed_focus_case,"Should V7 keep the fuller core title/designation, or cut off an added/bound/enrichment/edition clause? Enter the exact preferred value.",No prior human target; please adjudicate from the candidates.,,Base Content,,,R0092,Amsterdam_1660,DUTCH,Base Content,D_prompt_policy_choice,prompt_choice_policy,EUKLIDES SES EERSTE BOEKKEN,"EUKLIDES
SES EERSTE
BOEKKEN,",SES EERSTE BOEKKEN,SES EERSTE BOEKKEN,"SES EERSTE BOEKKEN, Van de Beginselen der WISKONSTEN",,,0,0,,,,
P2_unreviewed_focus_case,"Should V7 keep the fuller core title/designation, or cut off an added/bound/enrichment/edition clause? Enter the exact preferred value.",No prior human target; please adjudicate from the candidates.,,Base Content,,,R0105,Amsterdam_1662,DUTCH,Base Content,D_prompt_policy_choice,prompt_choice_policy,De 15 Boecken der ELEMENTEN Van Euclidis.,De 15 Boecken der ELEMENTEN Van Euclidis,ELEMENTEN Van Euclidis,ELEMENTEN Van Euclidis,De 15 Boecken der ELEMENTEN Van Euclidis,,,0,0,,,,
P2_unreviewed_focus_case,"Which additional bound works should be captured, excluding the core Euclid title? Separate distinct works with semicolons.",No prior human target; please adjudicate from the candidates.,,Bound With,,,R0127,Amsterdam_1683,LATIN,Bound With,E_single_llm_over_manual,prompt_choice_policy,selecta EX ARCHIMEDE THEOREMATA,EX ARCHIMEDE THEOREMATA,,EX ARCHIMEDE THEOREMATA,selecta EX ARCHIMEDE THEOREMATA,,,0,0,,,,
P2_unreviewed_focus_case,"Which additional bound works should be captured, excluding the core Euclid title? Separate distinct works with semicolons.",No prior human target; please adjudicate from the candidates.,,Bound With,,,R0145,Amsterdam_1695,DUTCH,Bound With,E_single_llm_over_manual,prompt_choice_policy,16 Boek Fr. Flussatis Candallæ,"15
Boeken, 16 Boek Fr. Flussatis Candallæ",,"15
Boeken, 16 Boek Fr. Flussatis Candallæ",16 Boek Fr. Flussatis Candallæ,,,0,0,,,,
P2_unreviewed_focus_case,"What is the exact edition/revision/enlargement statement, including coordinated wording only if part of the edition statement?",No prior human target; please adjudicate from the candidates.,,Edition Statement,,,R0060,Amsterdam_1626,DUTCH,Edition Statement,D_prompt_policy_choice,prompt_choice_policy,"Van nieus over-sien, ende verbetert: Mitsgaders de byghevoechde nutticheden, mette specien in Geometrische figueren breeder verclaert ende vermeerdert deur den selven Autheur.","Van nieus over-sien, ende verbetert, breeder verclaert","Van nieus over-sien, ende verbetert","Van nieus over-sien, ende verbetert, breeder verclaert","Van nieus over-sien, ende verbetert",,,0,0,,,,
P2_unreviewed_focus_case,"What is the exact edition/revision/enlargement statement, including coordinated wording only if part of the edition statement?",No prior human target; please adjudicate from the candidates.,,Edition Statement,,,R0112,Amsterdam_1662,DUTCH,Edition Statement,D_prompt_policy_choice,prompt_choice_policy,"En nu vergroot deor J. V. L. met het sesthiende Boeck van Christophoro Clavio, trouwelijck uyt Latijn Vertaelt, ende met een Aenhanghsel der Fondamenten vande Mathematische Namen ende Coracteren verrijckt, in dese Const gebruykelijck tot gerief der Aencomelingen.","En nu vergroot deor J. V. L. met het sesthiende Boeck van Christophoro Clavio, trouwelijck uyt Latijn Vertaalt, ende met een Aenhanghsel der Fondamenten vande Mathematische Namen ende Coracteren verrijckt",vergroot deor J. V. L,"En nu vergroot deor J. V. L. met het sesthiende Boeck van Christophoro Clavio, trouwelijck uyt Latijn Vertaalt, ende met een Aenhanghsel der Fondamenten vande Mathematische Namen ende Coracteren verrijckt","En nu vergroot deor J. V. L. met het sesthiende Boeck van Christophoro Clavio, trouwelijck uyt Latijn Vertaelt, ende met een Aenhanghsel der Fondamenten vande Mathematische Namen ende Coracteren verrijckt",,,0,0,,,,
P2_unreviewed_focus_case,"What is the exact edition/revision/enlargement statement, including coordinated wording only if part of the edition statement?",No prior human target; please adjudicate from the candidates.,,Edition Statement,,,R0176,Amsterdam_1700,FRENCH,Edition Statement,D_prompt_policy_choice,prompt_choice_policy,Reveuë & corrigée,"NOUVELLE EDITION, Reveuë & corrigée.","NOUVELLE EDITION, Reveuë & corrigée","NOUVELLE EDITION, Reveuë & corrigée","NOUVELLE EDITION, Reveuë & corrigée",,,0,0,,,,
P2_unreviewed_focus_case,"Should V7 keep the fuller core title/designation, or cut off an added/bound/enrichment/edition clause? Enter the exact preferred value.",No prior human target; please adjudicate from the candidates.,,Elements Designation,,,R0250,Antwerp_1654,LATIN,Elements Designation,D_prompt_policy_choice,prompt_choice_policy,ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ.,ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ,ELEMENTA,ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ,ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ,,,0,0,,,,
P2_unreviewed_focus_case,"Should V7 keep the fuller core title/designation, or cut off an added/bound/enrichment/edition clause? Enter the exact preferred value.",No prior human target; please adjudicate from the candidates.,,Elements Designation,,,R0281,Arnhem_1603,LATIN,Elements Designation,D_prompt_policy_choice,prompt_choice_policy,"prioribus sex
Elementorum libris",Elementorum libris,Elementorum,Elementorum libris,EVCLIDIS prioribus sex Elementorum libris,,,0,0,,,,
P2_unreviewed_focus_case,"Should V7 keep the fuller core title/designation, or cut off an added/bound/enrichment/edition clause? Enter the exact preferred value.",No prior human target; please adjudicate from the candidates.,,Elements Designation,,,R0293,Arnhem_1605,LATIN,Elements Designation,D_prompt_policy_choice,prompt_choice_policy,"Septimo, Octavo & Nono Elementorum libris
comprehenſam",Elementorum libris,"Septimo, Octavo & Nono Elementorum libris",Elementorum libris,"Septimo, Octavo & Nono Elementorum libris",,,0,0,,,,
P2_unreviewed_focus_case,What is the exact intended-audience phrase? Include purpose wording only if needed for meaning.,No prior human target; please adjudicate from the candidates.,,Intended Audience,,,R0064,Amsterdam_1626,DUTCH,Intended Audience,D_prompt_policy_choice,span_boundary_definition,"tot vorderinghe, ende oeffeninghe, van alle leergierighe liefhebbers der selver vryer Conste.",van alle leergierighe liefhebbers der selver vryer Conste.,alle leergierighe liefhebbers der selver vryer Conste,van alle leergierighe liefhebbers der selver vryer Conste.,van alle leergierighe liefhebbers der selver vryer Conste,,,0,0,,,,
P2_unreviewed_focus_case,What is the exact intended-audience phrase? Include purpose wording only if needed for meaning.,No prior human target; please adjudicate from the candidates.,,Intended Audience,,,R0167,Amsterdam_1697,FRENCH,Intended Audience,D_prompt_policy_choice,span_boundary_definition,"un homme de Guerre, & à tous ceux qui se veulent perfectionner dans cette Science","à un homme de Guerre, & à tous
ceux qui se veulent perfectionner dans cette Science.","un homme de Guerre, tous
ceux qui se veulent perfectionner dans cette
Science","à un homme de Guerre, & à tous
ceux qui se veulent perfectionner dans cette Science.","un homme de Guerre, tous ceux qui se veulent perfectionner dans cette Science",,,0,0,,,,
P2_unreviewed_focus_case,What is the exact intended-audience phrase? Include purpose wording only if needed for meaning.,No prior human target; please adjudicate from the candidates.,,Intended Audience,,,R0198,Amsterdam_1700b,DUTCH,Intended Audience,D_prompt_policy_choice,span_boundary_definition,tot vorderinge ende oeffeninge van alle leer-gierige Liefhebbers der selver vrye Konste.,van alle leer-gierige Liefhebbers der selver vrye Konste,alle leer-gierige Liefhebbers der selver vrye Konste,van alle leer-gierige Liefhebbers der selver vrye Konste,alle leer-gierige Liefhebbers der selver vrye Konste,,,0,0,,,,
P2_unreviewed_focus_case,"What is the exact publisher/printer phrase, excluding place/date/address/privilege unless part of the name?",No prior human target; please adjudicate from the candidates.,,Publisher in Imprint,,,R0297,Arnhem_1605,LATIN,Publisher in Imprint,D_prompt_policy_choice,imprint_scope_or_span,IOHANNEM IAN-SONIVM,Apud IOHANNEM IANSONIVM.,IOHANNEM IANSONIVM,IOHANNEM IANSONIVM,IOHANNEM IANSONIVM,,,0,0,,,,
P3_spot_check_v6_win,"Should V7 keep the fuller core title/designation, or cut off an added/bound/enrichment/edition clause? Enter the exact preferred value.","Previous reviewed target (orig): Das sibend, acht und neünt büch, des hochberümbten Mathematici Euclidis Megarensis",,Base Content,,,R0316,Augsburg_1555,GERMAN,Base Content,C_llm_agreement_overrides_manual,minimal_vs_full_span,"Das sibend, acht und neünt büch, des hochberümbten Mathematici Euclidis Megarensis","Das sibend, acht und neünt büch","Das sibend, acht und neünt büch","Das sibend, acht und neünt büch","Das sibend, acht und neünt büch, des hochberümbten Mathematici Euclidis Megarensis","Das sibend, acht und neünt büch, des hochberümbten Mathematici Euclidis Megarensis",orig,1,0,orig,llm_overtrimmed,,
P3_spot_check_v6_win,"Should V7 keep the fuller core title/designation, or cut off an added/bound/enrichment/edition clause? Enter the exact preferred value.",Previous reviewed target (orig): DE GLI ELEMENTI DI EVCLIDE Li Primi sei Libri,,Base Content,,,R0483,Bologna_1651,ITALIAN,Base Content,C_llm_agreement_overrides_manual,minimal_vs_full_span,DE GLI ELEMENTI DI EVCLIDE Li Primi sei Libri,DE GLI ELEMENTI DI EVCLIDE,DE GLI ELEMENTI DI EVCLIDE,DE GLI ELEMENTI DI EVCLIDE,DE GLI ELEMENTI DI EVCLIDE Li Primi sei Libri,DE GLI ELEMENTI DI EVCLIDE Li Primi sei Libri,orig,1,0,orig,,,
P3_spot_check_v6_win,"What Euclid name reference(s) should be returned, preserving internal hyphenation/repeated forms when meaningful?",Previous reviewed target (working): EUCLIDE,,Euclid References,,,R0179,Amsterdam_1700,FRENCH,Euclid References,C_llm_agreement_overrides_manual,minimal_vs_full_span,D’EUCLIDE,EUCLIDE,EUCLIDE,EUCLIDE,EUCLIDE,EUCLIDE,working,1,0,working,,,
P3_spot_check_v6_win,"What Euclid name reference(s) should be returned, preserving internal hyphenation/repeated forms when meaningful?",Previous reviewed target (working): EVCLIDIS,,Euclid References,,,R0294,Arnhem_1605,LATIN,Euclid References,C_llm_agreement_overrides_manual,minimal_vs_full_span,EV- CLIDIS,EVCLIDIS,EVCLIDIS,EVCLIDIS,EVCLIDIS,EVCLIDIS,working,1,0,working,,,
P3_spot_check_v6_win,"What is the exact institution name, preserving printed internal spacing/punctuation if meaningful?",Previous reviewed target (working): Compagnie de JESUS,,Institutions,,,R0180,Amsterdam_1700,FRENCH,Institutions,C_llm_agreement_overrides_manual,minimal_vs_full_span,la Compagnie de JESUS,Compagnie de JESUS,Compagnie de JESUS,Compagnie de JESUS,Compagnie de JESUS,Compagnie de JESUS,working,1,0,working,,,
P3_spot_check_v6_win,"What is the exact institution name, preserving printed internal spacing/punctuation if meaningful?",Previous reviewed target (working): vniuersitet zü Tübingen,,Institutions,,,R0327,Augsburg_1555,GERMAN,Institutions,C_llm_agreement_overrides_manual,minimal_vs_full_span,der löblichen vniuersitet zü Tübingen,vniuersitet zü Tübingen,vniuersitet zü Tübingen,vniuersitet zü Tübingen,vniuersitet zü Tübingen,vniuersitet zü Tübingen,working,1,0,working,,,
P3_spot_check_v6_win,"Enter the exact value V7 should learn for this feature, or leave blank if no value should be returned.",Previous reviewed target (working): MR. JOHN DEE,,Other Educational Authorities,,,R1179,London_1651,ENGLISH,Other Educational Authorities,C_llm_agreement_overrides_manual,minimal_vs_full_span,JOHN DEE,MR. JOHN DEE,MR. JOHN DEE,MR. JOHN DEE,MR. JOHN DEE,MR. JOHN DEE,working,1,0,working,,,
P3_spot_check_v6_win,"Should V7 capture the full publication address? If multiple place/address values exist, separate them with semicolons.",Previous reviewed target (orig): FRANCOFURTI AD MOENUM,,Place in Imprint,,,R0877,Frankfurt_1674,LATIN,Place in Imprint,C_llm_agreement_overrides_manual,imprint_scope_or_span,FRANCOFURTI AD MOENUM,FRANCOFURTI,FRANCOFURTI,FRANCOFURTI,FRANCOFURTI AD MOENUM,FRANCOFURTI AD MOENUM,orig,1,0,orig,,,
P3_spot_check_v6_win,"Should V7 capture the full publication address? If multiple place/address values exist, separate them with semicolons.",Previous reviewed target (working): Hooghelantsche Kerckgracht,,Place in Imprint,,,R1041,Leiden_1606,DUTCH,Place in Imprint,C_llm_agreement_overrides_manual,imprint_scope_or_span,LEYDEN,Hooghelantsche Kerckgracht,Hooghelantsche Kerckgracht,Hooghelantsche Kerckgracht,Hooghelantsche Kerckgracht,Hooghelantsche Kerckgracht,working,1,0,working,,,
