edition_id,language,year,city,subject,final_value,final_source,final_reason,concerns,review_notes,review_error_type,Orig_Value,llm_Value_6,llm_Value_7,llm_Value_8
bib-105,LATIN,1594,Nuremberg,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
bib-123,ITALIAN,1558,Lyon,Architecture,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-123,ITALIAN,1558,Lyon,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-123,ITALIAN,1558,Lyon,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement,,,primary,primary,unrelated,unrelated
bib-127,LATIN,1598,Nuremberg,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,differs-from-original-csv,,,unrelated,primary,primary,primary
bib-128,LATIN,1580,Basel,Architecture,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-128,LATIN,1580,Basel,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-128,LATIN,1580,Basel,Instrument Use,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-128,LATIN,1580,Basel,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement,,,primary,primary,unrelated,unrelated
bib-128,LATIN,1580,Basel,Theoretical Mathematics,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement; review-sensitive-category; differs-from-original-csv,,,unrelated,primary,unrelated,primary
bib-13,FRENCH,1565,Paris,Architecture,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-13,FRENCH,1565,Paris,Instrument Use,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-13,FRENCH,1565,Paris,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
bib-131,ENGLISH,1574,London,Cartography,primary,human_review,human reviewed override from diagnostic CSV,human-reviewed; differs-from-original-csv,,,unrelated,primary,primary,primary
bib-131,ENGLISH,1574,London,Instrument Use,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,unrelated,primary,secondary,primary
bib-131,ENGLISH,1574,London,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
bib-14,LATIN,1494,Venice,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-14,LATIN,1494,Venice,Practical Geometry,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-14,LATIN,1494,Venice,Theoretical Mathematics,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,review-sensitive-category; differs-from-original-csv,,,unrelated,primary,primary,primary
bib-147,ITALIAN,1557,Venice,Architecture,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,unrelated,primary,secondary,primary
bib-147,ITALIAN,1557,Venice,Military Engineering,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,review-sensitive-category; differs-from-original-csv,,,secondary,primary,primary,primary
bib-147,ITALIAN,1557,Venice,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
bib-148,FRENCH,1598,Paris,Architecture,secondary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,primary,secondary,primary,primary
bib-148,FRENCH,1598,Paris,Military Engineering,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,review-sensitive-category,,,primary,primary,primary,primary
bib-148,FRENCH,1598,Paris,Perspective,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-148,FRENCH,1598,Paris,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
bib-15,FRENCH,1554,Lyon,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-150,ENGLISH,1598,London,Military Engineering,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,review-sensitive-category,,,primary,primary,primary,primary
bib-150,ENGLISH,1598,London,Practical Geometry,secondary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,unrelated,secondary,unrelated,unrelated
bib-151,ITALIAN,1567,Brescia,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,unrelated,secondary,primary,primary
bib-151,ITALIAN,1567,Brescia,Military Engineering,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,review-sensitive-category,,,primary,primary,primary,primary
bib-151,ITALIAN,1567,Brescia,Practical Geometry,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-152,ITALIAN,1583,Venice,Construction,primary,human_review,human reviewed override from diagnostic CSV,human-reviewed; prompt-disagreement; review-sensitive-category; differs-from-original-csv,,,unrelated,secondary,primary,unrelated
bib-152,ITALIAN,1583,Venice,Military Engineering,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,review-sensitive-category,,,primary,primary,primary,primary
bib-153,ENGLISH,1579,London,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-153,ENGLISH,1579,London,Military Engineering,secondary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,review-sensitive-category; differs-from-original-csv,,,primary,secondary,secondary,secondary
bib-154,ENGLISH,1590,London,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-154,ENGLISH,1590,London,Military Engineering,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement; review-sensitive-category,,,primary,primary,secondary,primary
bib-155,LATIN,1503,Freiburg,Architecture,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final,,,,unknown,unrelated,unrelated
bib-155,LATIN,1503,Freiburg,Instrument Use,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final,,,,unknown,unrelated,unrelated
bib-155,LATIN,1503,Freiburg,Practical Geometry,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final,,,,unknown,unrelated,unrelated
bib-156,ITALIAN,1581,Venice,Architecture,secondary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,unrelated,secondary,unrelated,unrelated
bib-156,ITALIAN,1581,Venice,Instrument Use,primary,human_review,human reviewed override from diagnostic CSV,human-reviewed; prompt-disagreement; differs-from-original-csv,"Maybe secondary, as it teaches the theory behind it, less the practucal use",,unrelated,primary,unrelated,secondary
bib-156,ITALIAN,1581,Venice,Mechanics,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-156,ITALIAN,1581,Venice,Military Engineering,secondary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,review-sensitive-category; differs-from-original-csv,,,unrelated,secondary,secondary,secondary
bib-156,ITALIAN,1581,Venice,Practical Geometry,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-16,FRENCH,1572,Paris,Architecture,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-16,FRENCH,1572,Paris,Instrument Use,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-16,FRENCH,1572,Paris,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement,,,primary,primary,unrelated,unknown
bib-167,LATIN,1511,Paris,Theoretical Mathematics,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,review-sensitive-category,,,primary,primary,primary,primary
bib-169,FRENCH,1552,Paris,Astronomy,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-169,FRENCH,1552,Paris,Cartography,secondary,human_review,human reviewed override from diagnostic CSV,human-reviewed; prompt-disagreement; differs-from-original-csv,,,unrelated,secondary,unrelated,unrelated
bib-169,FRENCH,1552,Paris,Cosmography,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-169,FRENCH,1552,Paris,Geography,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-169,FRENCH,1552,Paris,Practical Geometry,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-17,FRENCH,1573,Paris,Architecture,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-17,FRENCH,1573,Paris,Instrument Use,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-17,FRENCH,1573,Paris,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement,,,primary,primary,primary,unrelated
bib-174,LATIN,1503,Paris,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-174,LATIN,1503,Paris,Astronomy,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,differs-from-original-csv,,,unrelated,primary,primary,primary
bib-174,LATIN,1503,Paris,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement,,,primary,primary,unrelated,unrelated
bib-174,LATIN,1503,Paris,Theoretical Mathematics,secondary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement; review-sensitive-category; differs-from-original-csv,,,primary,secondary,unrelated,secondary
bib-176,LATIN,1514,Paris,Architecture,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-176,LATIN,1514,Paris,Instrument Use,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-176,LATIN,1514,Paris,Practical Geometry,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-176,LATIN,1514,Paris,Theoretical Mathematics,unknown,human_review,human reviewed override from diagnostic CSV,human-reviewed; prompt-disagreement; unknown-final; review-sensitive-category; differs-from-original-csv,"borderline, its hard to understand it without reading more than the metadata, so maybe unknown is ok",,primary,unknown,unrelated,unrelated
bib-18,SPANISH,1568,Salamanca,Astronomy,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-18,SPANISH,1568,Salamanca,Geography,secondary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,primary,primary,primary,secondary
bib-18,SPANISH,1568,Salamanca,Gnomonics & Horology,secondary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,unrelated,primary,primary,secondary
bib-18,SPANISH,1568,Salamanca,Instrument Use,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement,,,primary,primary,secondary,unrelated
bib-18,SPANISH,1568,Salamanca,Navigation,secondary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,primary,primary,primary,secondary
bib-18,SPANISH,1568,Salamanca,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement,,,primary,primary,unrelated,unrelated
bib-18,SPANISH,1568,Salamanca,Theoretical Mathematics,unknown,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement; unknown-final; review-sensitive-category; differs-from-original-csv,,,unrelated,unknown,unrelated,unknown
bib-181,LATIN,1584,Paris,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,differs-from-original-csv,,,unrelated,primary,primary,primary
bib-185,DUTCH,1582,Antwerp,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,unrelated,secondary,primary,primary
bib-185,DUTCH,1582,Antwerp,Commercial Mathematics,primary,llm_Value_7,category policy: V7 was strongest or tied best on reviewed examples for this category,review-sensitive-category,,,primary,primary,primary,primary
bib-186,FRENCH,1585,Leiden,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-186,FRENCH,1585,Leiden,Commercial Mathematics,secondary,llm_Value_7,category policy: V7 was strongest or tied best on reviewed examples for this category,prompt-disagreement; review-sensitive-category; differs-from-original-csv,,,unrelated,unrelated,secondary,secondary
bib-186,FRENCH,1585,Leiden,Theoretical Mathematics,secondary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement; review-sensitive-category; differs-from-original-csv,,,primary,primary,unrelated,secondary
bib-19,SPANISH,1583,Alcala,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
bib-19,SPANISH,1583,Alcala,Theoretical Mathematics,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,review-sensitive-category; differs-from-original-csv,,,unrelated,primary,primary,primary
bib-2,FRENCH,1547,Paris,Architecture,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-2,FRENCH,1547,Paris,Instrument Use,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-2,FRENCH,1547,Paris,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
bib-20,ITALIAN,1599,Rome,Architecture,secondary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,secondary,secondary,secondary,secondary
bib-20,ITALIAN,1599,Rome,Construction,secondary,llm_Value_7,category policy: V7 was strongest or tied best on reviewed examples for this category,prompt-disagreement; review-sensitive-category; differs-from-original-csv,,,primary,secondary,secondary,unrelated
bib-20,ITALIAN,1599,Rome,Cosmography,secondary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,secondary,secondary,secondary,secondary
bib-20,ITALIAN,1599,Rome,Geography,secondary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,secondary,secondary,secondary,secondary
bib-20,ITALIAN,1599,Rome,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
bib-20,ITALIAN,1599,Rome,Surveying,secondary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,primary,primary,secondary,secondary
bib-209,DUTCH,1600,Leiden,Instrument Use,secondary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,differs-from-original-csv,,,unrelated,secondary,secondary,secondary
bib-209,DUTCH,1600,Leiden,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
bib-209,DUTCH,1600,Leiden,Surveying,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-21,LATIN,1569,Basel,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-21,LATIN,1569,Basel,Practical Geometry,primary,human_review,human reviewed override from diagnostic CSV,human-reviewed; prompt-disagreement,"borderline, its hard to understand it without reading more than the metadata, so maybe unknown is ok",,primary,unknown,unrelated,unrelated
bib-210,DUTCH,1600,Leiden,Architecture,secondary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,unrelated,secondary,unrelated,unrelated
bib-210,DUTCH,1600,Leiden,Cartography,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-210,DUTCH,1600,Leiden,Instrument Use,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
bib-210,DUTCH,1600,Leiden,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
bib-210,DUTCH,1600,Leiden,Surveying,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-211,DUTCH,1547,Antwerp,Instrument Use,secondary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,differs-from-original-csv,,,unrelated,secondary,secondary,secondary
bib-211,DUTCH,1547,Antwerp,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,primary,primary,primary,primary
bib-212,DUTCH,1603,Amsterdam,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-212,DUTCH,1603,Amsterdam,Commercial Mathematics,primary,llm_Value_7,category policy: V7 was strongest or tied best on reviewed examples for this category,review-sensitive-category; differs-from-original-csv,,,unrelated,primary,primary,primary
bib-222,ENGLISH,1546,London,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-222,ENGLISH,1546,London,Commercial Mathematics,primary,human_review,human reviewed override from diagnostic CSV,human-reviewed; prompt-disagreement; review-sensitive-category,"textbooks teaching to ""reken"" oe to count are usually related to this category (but not always)",,primary,unknown,unrelated,unrelated
bib-223,GERMAN,1572,Frankfurt,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-223,GERMAN,1572,Frankfurt,Commercial Mathematics,primary,llm_Value_7,category policy: V7 was strongest or tied best on reviewed examples for this category,review-sensitive-category; differs-from-original-csv,,,unrelated,primary,primary,primary
bib-223,GERMAN,1572,Frankfurt,Instrument Construction,secondary,human_review,human reviewed override from diagnostic CSV,human-reviewed; prompt-disagreement; differs-from-original-csv,"maybe unrelated... dont overassume, it seems like a book discussing how to use instruments, not how to build them",,unrelated,secondary,secondary,primary
bib-223,GERMAN,1572,Frankfurt,Music Theory,secondary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,differs-from-original-csv,,,unrelated,secondary,secondary,secondary
bib-223,GERMAN,1572,Frankfurt,Practical Geometry,secondary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,differs-from-original-csv,,,unrelated,secondary,secondary,secondary
bib-225,GERMAN,1518,Augsburg,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,primary,primary,primary
bib-23,ITALIAN,1556,Venice,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,primary,primary,primary
bib-23,ITALIAN,1556,Venice,Theoretical Mathematics,secondary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement; review-sensitive-category,,,,secondary,unrelated,secondary
bib-239,GERMAN,1521,Nuremberg,Arithmetic,unknown,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement; unknown-final,,,,primary,secondary,unknown
bib-239,GERMAN,1521,Nuremberg,Astronomy,unknown,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement; unknown-final,,,,unknown,unrelated,unknown
bib-239,GERMAN,1521,Nuremberg,Commercial Mathematics,primary,llm_Value_7,category policy: V7 was strongest or tied best on reviewed examples for this category,review-sensitive-category,,,,primary,primary,primary
bib-239,GERMAN,1521,Nuremberg,Instrument Use,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final,,,,unknown,secondary,unrelated
bib-239,GERMAN,1521,Nuremberg,Music Theory,secondary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement,,,,secondary,primary,secondary
bib-239,GERMAN,1521,Nuremberg,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement,,,,primary,unrelated,secondary
bib-24,LATIN,1575,Bordeaux,Theoretical Mathematics,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,review-sensitive-category,,,primary,primary,primary,primary
bib-247,ITALIAN,1484,Venice,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement,,,primary,secondary,primary,primary
bib-247,ITALIAN,1484,Venice,Commercial Mathematics,primary,llm_Value_7,category policy: V7 was strongest or tied best on reviewed examples for this category,review-sensitive-category; differs-from-original-csv,,,unrelated,primary,primary,primary
bib-248,ITALIAN,1491/1492,Florence,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-25,FRENCH,1577,Bordeaux,Instrument Use,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-25,FRENCH,1577,Bordeaux,Practical Geometry,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement,,,primary,primary,secondary,primary
bib-25,FRENCH,1577,Bordeaux,Surveying,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-251,LATIN,1560,Cologne,Astronomy,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-252,LATIN,1570,,Astronomy,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-252,LATIN,1570,,Instrument Use,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-252,LATIN,1570,,Practical Geometry,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-253,LATIN,1583,Lyon,Astronomy,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-253,LATIN,1583,Lyon,Practical Geometry,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,unrelated,unknown,unrelated,unrelated
bib-255,LATIN,1574,Cologne,Cosmography,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-255,LATIN,1574,Cologne,Navigation,secondary,human_review,human reviewed override from diagnostic CSV,human-reviewed; differs-from-original-csv,"borderline, its hard to understand it without reading more than the metadata, so maybe unknown is ok",,primary,unrelated,unrelated,unrelated
bib-258,DUTCH,1585,Leiden,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-259,LATIN,1591,Tours,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-259,LATIN,1591,Tours,Music Theory,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-259,LATIN,1591,Tours,Practical Geometry,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,primary,unknown,unrelated,unrelated
bib-259,LATIN,1591,Tours,Theoretical Mathematics,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement; review-sensitive-category; differs-from-original-csv,,,unrelated,primary,unrelated,primary
bib-262,FRENCH,1582,Antwerp,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-264,FRENCH,1573,Antwerp,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,primary,primary,primary,primary
bib-264,FRENCH,1573,Antwerp,Commercial Mathematics,primary,llm_Value_7,category policy: V7 was strongest or tied best on reviewed examples for this category,review-sensitive-category; differs-from-original-csv,,,unrelated,primary,primary,primary
bib-264,FRENCH,1573,Antwerp,Practical Geometry,secondary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; differs-from-original-csv,,,unrelated,secondary,unrelated,unrelated
bib-264,FRENCH,1573,Antwerp,Trigonometry,primary,human_review,human reviewed override from diagnostic CSV,human-reviewed; prompt-disagreement; differs-from-original-csv,,,unrelated,primary,secondary,secondary
